Timestamp (sec.nanosec),Frame ID,x,y,z
1700106775.863212550, DW5185, 3.0, 1.5, 2.5
1700106775.960725978, DW5188, 1.5, 0.0, 2.5
1700106775.962273966, HO2165, 3.0, 0.5, 1.0
1700106775.963104163, FJ9876, 1.5, 3.0, 2.5
1700106775.963850971, DW5185, 3.0, 1.5, 2.5
1700106776.60363263, DW5188, 1.5, 0.0, 2.5
1700106776.61665310, HO2165, 3.0, 0.5, 1.0
1700106776.62384423, FJ9876, 1.5, 3.0, 2.5
1700106776.63009599, DW5185, 3.0, 1.5, 2.5
1700106776.160556727, DW5188, 1.5, 0.0, 2.5
1700106776.161835295, HO2165, 3.0, 0.5, 1.0
1700106776.162560923, FJ9876, 1.5, 3.0, 2.5
1700106776.163217492, DW5185, 3.0, 1.5, 2.5
1700106776.260225608, DW5188, 1.5, 0.0, 2.5
1700106776.261500182, HO2165, 3.0, 0.5, 1.0
1700106776.262223312, FJ9876, 1.5, 3.0, 2.5
1700106776.262871799, DW5185, 3.0, 1.5, 2.5
1700106776.361043517, DW5188, 1.5, 0.0, 2.5
1700106776.362839075, HO2165, 3.0, 0.5, 1.0
1700106776.363803699, FJ9876, 1.5, 3.0, 2.5
1700106776.364663773, DW5185, 3.0, 1.5, 2.5
1700106776.460283121, DW5188, 1.5, 0.0, 2.5
1700106776.461106329, HO2165, 3.0, 0.5, 1.0
1700106776.462031939, FJ9876, 1.5, 3.0, 2.5
1700106776.462667369, DW5185, 3.0, 1.5, 2.5
1700106776.560571495, DW5188, 1.5, 0.0, 2.5
1700106776.562018275, HO2165, 3.0, 0.5, 1.0
1700106776.562808624, FJ9876, 1.5, 3.0, 2.5
1700106776.563513819, DW5185, 3.0, 1.5, 2.5
1700106776.660238156, DW5188, 1.5, 0.0, 2.5
1700106776.661508667, HO2165, 3.0, 0.5, 1.0
1700106776.662219662, FJ9876, 1.5, 3.0, 2.5
1700106776.662851216, DW5185, 3.0, 1.5, 2.5
1700106776.760568877, DW5188, 1.5, 0.0, 2.5
1700106776.762006950, HO2165, 3.0, 0.5, 1.0
1700106776.762799152, FJ9876, 1.5, 3.0, 2.5
1700106776.763501821, DW5185, 3.0, 1.5, 2.5
1700106776.860327878, DW5188, 1.5, 0.0, 2.5
1700106776.861728449, HO2165, 3.0, 0.5, 1.0
1700106776.862496707, FJ9876, 1.5, 3.0, 2.5
1700106776.863173152, DW5185, 3.0, 1.5, 2.5
1700106776.960450713, DW5188, 1.5, 0.0, 2.5
1700106776.961746893, HO2165, 3.0, 0.5, 1.0
1700106776.962496456, FJ9876, 1.5, 3.0, 2.5
1700106776.963155259, DW5185, 3.0, 1.5, 2.5
1700106777.60513905, DW5188, 1.5, 0.0, 2.5
1700106777.61959458, HO2165, 3.0, 0.5, 1.0
1700106777.62751521, FJ9876, 1.5, 3.0, 2.5
1700106777.63496996, DW5185, 3.0, 1.5, 2.5
1700106777.161408587, DW5188, 1.5, 0.0, 2.5
1700106777.163545156, HO2165, 3.0, 0.5, 1.0
1700106777.164701919, FJ9876, 1.5, 3.0, 2.5
1700106777.165071299, DW5185, 3.0, 1.5, 2.5
1700106777.260814026, DW5188, 1.5, 0.0, 2.5
1700106777.262331674, HO2165, 3.0, 0.5, 1.0
1700106777.263167614, FJ9876, 1.5, 3.0, 2.5
1700106777.263893834, DW5185, 3.0, 1.5, 2.5
1700106777.360376438, DW5188, 1.5, 0.0, 2.5
1700106777.361566295, HO2165, 3.0, 0.5, 1.0
1700106777.362261999, FJ9876, 1.5, 3.0, 2.5
1700106777.362871327, DW5185, 3.0, 1.5, 2.5
1700106777.460572721, DW5188, 1.5, 0.0, 2.5
1700106777.462244886, HO2165, 3.0, 0.5, 1.0
1700106777.463160072, FJ9876, 1.5, 3.0, 2.5
1700106777.463962379, DW5185, 3.0, 1.5, 2.5
1700106777.561157074, DW5188, 1.5, 0.0, 2.5
1700106777.563026811, HO2165, 3.0, 0.5, 1.0
1700106777.563989165, FJ9876, 1.5, 3.0, 2.5
1700106777.564791497, DW5185, 3.0, 1.5, 2.5
1700106777.660758940, DW5188, 1.5, 0.0, 2.5
1700106777.662372084, HO2165, 3.0, 0.5, 1.0
1700106777.663229510, FJ9876, 1.5, 3.0, 2.5
1700106777.663980888, DW5185, 3.0, 1.5, 2.5
1700106777.760580661, DW5188, 1.5, 0.0, 2.5
1700106777.761969125, HO2165, 3.0, 0.5, 1.0
1700106777.762721978, FJ9876, 1.5, 3.0, 2.5
1700106777.763385425, DW5185, 3.0, 1.5, 2.5
1700106777.860912022, DW5188, 1.5, 0.0, 2.5
1700106777.862623438, HO2165, 3.0, 0.5, 1.0
1700106777.863524317, FJ9876, 1.5, 3.0, 2.5
1700106777.864335868, DW5185, 3.0, 1.5, 2.5
1700106777.961080071, DW5188, 1.5, 0.0, 2.5
1700106777.962949053, HO2165, 3.0, 0.5, 1.0
1700106777.963897941, FJ9876, 1.5, 3.0, 2.5
1700106777.964691878, DW5185, 3.0, 1.5, 2.5
1700106778.60579364, DW5188, 1.5, 0.0, 2.5
1700106778.62369612, HO2165, 3.0, 0.5, 1.0
1700106778.63289709, FJ9876, 1.5, 3.0, 2.5
1700106778.64103373, DW5185, 3.0, 1.5, 2.5
1700106778.160809834, DW5188, 1.5, 0.0, 2.5
1700106778.162410239, HO2165, 3.0, 0.5, 1.0
1700106778.163271883, FJ9876, 1.5, 3.0, 2.5
1700106778.164025047, DW5185, 3.0, 1.5, 2.5
1700106778.261125112, DW5188, 1.5, 0.0, 2.5
1700106778.262978554, HO2165, 3.0, 0.5, 1.0
1700106778.263936371, FJ9876, 1.5, 3.0, 2.5
1700106778.264822187, DW5185, 3.0, 1.5, 2.5
1700106778.360842260, DW5188, 1.5, 0.0, 2.5
1700106778.362437815, HO2165, 3.0, 0.5, 1.0
1700106778.363260861, FJ9876, 1.5, 3.0, 2.5
1700106778.364017157, DW5185, 3.0, 1.5, 2.5
1700106778.460934365, DW5188, 1.5, 0.0, 2.5
1700106778.462688399, HO2165, 3.0, 0.5, 1.0
1700106778.463569482, FJ9876, 1.5, 3.0, 2.5
1700106778.464354226, DW5185, 3.0, 1.5, 2.5
1700106778.560822876, DW5188, 1.5, 0.0, 2.5
1700106778.562409024, HO2165, 3.0, 0.5, 1.0
1700106778.563255245, FJ9876, 1.5, 3.0, 2.5
1700106778.563995287, DW5185, 3.0, 1.5, 2.5
1700106778.660590969, DW5188, 1.5, 0.0, 2.5
1700106778.662072840, HO2165, 3.0, 0.5, 1.0
1700106778.662885581, FJ9876, 1.5, 3.0, 2.5
1700106778.663596766, DW5185, 3.0, 1.5, 2.5
1700106778.760969365, DW5188, 1.5, 0.0, 2.5
1700106778.762669188, HO2165, 3.0, 0.5, 1.0
1700106778.763554090, FJ9876, 1.5, 3.0, 2.5
1700106778.764335513, DW5185, 3.0, 1.5, 2.5
1700106778.860980698, DW5188, 1.5, 0.0, 2.5
1700106778.862706261, HO2165, 3.0, 0.5, 1.0
1700106778.863596183, FJ9876, 1.5, 3.0, 2.5
1700106778.864383661, DW5185, 3.0, 1.5, 2.5
1700106778.961042521, DW5188, 1.5, 0.0, 2.5
1700106778.962757222, HO2165, 3.0, 0.5, 1.0
1700106778.963650558, FJ9876, 1.5, 3.0, 2.5
1700106778.964485446, DW5185, 3.0, 1.5, 2.5
1700106779.60831797, DW5188, 1.5, 0.0, 2.5
1700106779.62359727, HO2165, 3.0, 0.5, 1.0
1700106779.63219628, FJ9876, 1.5, 3.0, 2.5
1700106779.63963513, DW5185, 3.0, 1.5, 2.5
1700106779.160699464, DW5188, 1.5, 0.0, 2.5
1700106779.162111074, HO2165, 3.0, 0.5, 1.0
1700106779.162883671, FJ9876, 1.5, 3.0, 2.5
1700106779.163591995, DW5185, 3.0, 1.5, 2.5
1700106779.259804834, DW5188, 1.5, 0.0, 2.5
1700106779.260709253, HO2165, 3.0, 0.5, 1.0
1700106779.261263881, FJ9876, 1.5, 3.0, 2.5
1700106779.261775115, DW5185, 3.0, 1.5, 2.5
1700106779.360994815, DW5188, 1.5, 0.0, 2.5
1700106779.362738006, HO2165, 3.0, 0.5, 1.0
1700106779.363645779, FJ9876, 1.5, 3.0, 2.5
1700106779.364434740, DW5185, 3.0, 1.5, 2.5
1700106779.460881699, DW5188, 1.5, 0.0, 2.5
1700106779.462605968, HO2165, 3.0, 0.5, 1.0
1700106779.463493918, FJ9876, 1.5, 3.0, 2.5
1700106779.464280235, DW5185, 3.0, 1.5, 2.5
1700106779.560776462, DW5188, 1.5, 0.0, 2.5
1700106779.562392832, HO2165, 3.0, 0.5, 1.0
1700106779.563251063, FJ9876, 1.5, 3.0, 2.5
1700106779.564014820, DW5185, 3.0, 1.5, 2.5
1700106803.287998994, DW5188, 1.5, 0.0, 2.5
1700106803.289278390, HO2165, 2.5, 0.0, 0.0
1700106803.290006259, FJ9876, 1.5, 3.0, 2.5
1700106803.290679161, DW5185, 3.0, 1.5, 2.5
1700106803.388459519, DW5188, 1.5, 0.0, 2.5
1700106803.389931078, HO2165, 2.5, 0.0, 0.0
1700106803.390775770, FJ9876, 1.5, 3.0, 2.5
1700106803.391515228, DW5185, 3.0, 1.5, 2.5
1700106803.488102251, DW5188, 1.5, 0.0, 2.5
1700106803.489690983, HO2165, 2.5, 0.0, 0.0
1700106803.490558495, FJ9876, 1.5, 3.0, 2.5
1700106803.491317385, DW5185, 3.0, 1.5, 2.5
1700106803.588400704, DW5188, 1.5, 0.0, 2.5
1700106803.590280340, HO2165, 2.5, 0.0, 0.0
1700106803.591288885, FJ9876, 1.5, 3.0, 2.5
1700106803.592063528, DW5185, 3.0, 1.5, 2.5
1700106803.687712925, DW5188, 1.5, 0.0, 2.5
1700106803.689098006, HO2165, 2.5, 0.0, 0.0
1700106803.689884036, FJ9876, 1.5, 3.0, 2.5
1700106803.690581735, DW5185, 3.0, 1.5, 2.5
1700106803.788177890, DW5188, 1.5, 0.0, 2.5
1700106803.789557959, HO2165, 2.5, 0.0, 0.0
1700106803.790357805, FJ9876, 1.5, 3.0, 2.5
1700106803.791082148, DW5185, 3.0, 1.5, 2.5
1700106803.888968088, DW5188, 1.5, 0.0, 2.5
1700106803.890873243, HO2165, 2.5, 0.0, 0.0
1700106803.891891902, FJ9876, 1.5, 3.0, 2.5
1700106803.892776671, DW5185, 3.0, 1.5, 2.5
1700106803.988761633, DW5188, 1.5, 0.0, 2.5
1700106803.990518755, HO2165, 2.5, 0.0, 0.0
1700106803.991469554, FJ9876, 1.5, 3.0, 2.5
1700106803.992301999, DW5185, 3.0, 1.5, 2.5
1700106804.88426209, DW5188, 1.5, 0.0, 2.5
1700106804.89948894, HO2165, 2.5, 0.0, 0.0
1700106804.90775831, FJ9876, 1.5, 3.0, 2.5
1700106804.91533371, DW5185, 3.0, 1.5, 2.5
1700106804.188073040, DW5188, 1.5, 0.0, 2.5
1700106804.189363486, HO2165, 2.5, 0.0, 0.0
1700106804.190130550, FJ9876, 1.5, 3.0, 2.5
1700106804.190871797, DW5185, 3.0, 1.5, 2.5
1700106804.288515697, DW5188, 1.5, 0.0, 2.5
1700106804.290143345, HO2165, 2.5, 0.0, 0.0
1700106804.291061180, FJ9876, 1.5, 3.0, 2.5
1700106804.291846375, DW5185, 3.0, 1.5, 2.5
1700106804.388413952, DW5188, 1.5, 0.0, 2.5
1700106804.389933071, HO2165, 2.5, 0.0, 0.0
1700106804.390803135, FJ9876, 1.5, 3.0, 2.5
1700106804.391558332, DW5185, 3.0, 1.5, 2.5
1700106804.488017770, DW5188, 1.5, 0.0, 2.5
1700106804.489182032, HO2165, 2.5, 0.0, 0.0
1700106804.489896439, FJ9876, 1.5, 3.0, 2.5
1700106804.490554413, DW5185, 3.0, 1.5, 2.5
1700106804.588187171, DW5188, 1.5, 0.0, 2.5
1700106804.589628590, HO2165, 2.5, 0.0, 0.0
1700106804.590476928, FJ9876, 1.5, 3.0, 2.5
1700106804.591278997, DW5185, 3.0, 1.5, 2.5
1700106804.688407453, DW5188, 1.5, 0.0, 2.5
1700106804.689979293, HO2165, 2.5, 0.0, 0.0
1700106804.690830112, FJ9876, 1.5, 3.0, 2.5
1700106804.691598521, DW5185, 3.0, 1.5, 2.5
1700106804.788311981, DW5188, 1.5, 0.0, 2.5
1700106804.789889780, HO2165, 2.5, 0.0, 0.0
1700106804.790739597, FJ9876, 1.5, 3.0, 2.5
1700106804.791505547, DW5185, 3.0, 1.5, 2.5
1700106804.888310935, DW5188, 1.5, 0.0, 2.5
1700106804.889695860, HO2165, 2.5, 0.0, 0.0
1700106804.890494823, FJ9876, 1.5, 3.0, 2.5
1700106804.891207583, DW5185, 3.0, 1.5, 2.5
1700106804.988921412, DW5188, 1.5, 0.0, 2.5
1700106804.990912429, HO2165, 2.5, 0.0, 0.0
1700106804.991918355, FJ9876, 1.5, 3.0, 2.5
1700106804.992575551, DW5185, 3.0, 1.5, 2.5
1700106805.88837949, DW5188, 1.5, 0.0, 2.5
1700106805.90707351, HO2165, 2.5, 0.0, 0.0
1700106805.91668134, FJ9876, 1.5, 3.0, 2.5
1700106805.92505144, DW5185, 3.0, 1.5, 2.5
1700106805.188490683, DW5188, 1.5, 0.0, 2.5
1700106805.190091197, HO2165, 2.5, 0.0, 0.0
1700106805.190939587, FJ9876, 1.5, 3.0, 2.5
1700106805.191682894, DW5185, 3.0, 1.5, 2.5
1700106805.288346358, DW5188, 1.5, 0.0, 2.5
1700106805.289828907, HO2165, 2.5, 0.0, 0.0
1700106805.290621652, FJ9876, 1.5, 3.0, 2.5
1700106805.291342359, DW5185, 3.0, 1.5, 2.5
1700106805.388286609, DW5188, 1.5, 0.0, 2.5
1700106805.389287395, HO2165, 2.5, 0.0, 0.0
1700106805.390315344, FJ9876, 1.5, 3.0, 2.5
1700106805.390999440, DW5185, 3.0, 1.5, 2.5
1700106805.488971291, DW5188, 1.5, 0.0, 2.5
1700106805.490933372, HO2165, 2.5, 0.0, 0.0
1700106805.491974254, FJ9876, 1.5, 3.0, 2.5
1700106805.492864223, DW5185, 3.0, 1.5, 2.5
1700106805.588567585, DW5188, 1.5, 0.0, 2.5
1700106805.590118244, HO2165, 2.5, 0.0, 0.0
1700106805.590949038, FJ9876, 1.5, 3.0, 2.5
1700106805.591696242, DW5185, 3.0, 1.5, 2.5
1700106805.688103123, DW5188, 1.5, 0.0, 2.5
1700106805.689442796, HO2165, 2.5, 0.0, 0.0
1700106805.690203188, FJ9876, 1.5, 3.0, 2.5
1700106805.690916982, DW5185, 3.0, 1.5, 2.5
1700106805.788110033, DW5188, 1.5, 0.0, 2.5
1700106805.789525978, HO2165, 2.5, 0.0, 0.0
1700106805.790312213, FJ9876, 1.5, 3.0, 2.5
1700106805.791036719, DW5185, 3.0, 1.5, 2.5
1700106805.888030798, DW5188, 1.5, 0.0, 2.5
1700106805.889354506, HO2165, 2.5, 0.0, 0.0
1700106805.890118668, FJ9876, 1.5, 3.0, 2.5
1700106805.890791000, DW5185, 3.0, 1.5, 2.5
1700106805.988102961, DW5188, 1.5, 0.0, 2.5
1700106805.989503450, HO2165, 2.5, 0.0, 0.0
1700106805.990271232, FJ9876, 1.5, 3.0, 2.5
1700106805.990933696, DW5185, 3.0, 1.5, 2.5
1700106806.88076239, DW5188, 1.5, 0.0, 2.5
1700106806.89444076, HO2165, 2.5, 0.0, 0.0
1700106806.90205923, FJ9876, 1.5, 3.0, 2.5
1700106806.90927467, DW5185, 3.0, 1.5, 2.5
1700106806.187995079, DW5188, 1.5, 0.0, 2.5
1700106806.189189274, HO2165, 2.5, 0.0, 0.0
1700106806.189970262, FJ9876, 1.5, 3.0, 2.5
1700106806.190732081, DW5185, 3.0, 1.5, 2.5
1700106806.288256937, DW5188, 1.5, 0.0, 2.5
1700106806.290218433, HO2165, 2.5, 0.0, 0.0
1700106806.291461760, FJ9876, 1.5, 3.0, 2.5
1700106806.292663372, DW5185, 3.0, 1.5, 2.5
1700106806.388296001, DW5188, 1.5, 0.0, 2.5
1700106806.389872324, HO2165, 2.5, 0.0, 0.0
1700106806.390708328, FJ9876, 1.5, 3.0, 2.5
1700106806.391470086, DW5185, 3.0, 1.5, 2.5
1700106806.488305185, DW5188, 1.5, 0.0, 2.5
1700106806.490026254, HO2165, 2.5, 0.0, 0.0
1700106806.490935085, FJ9876, 1.5, 3.0, 2.5
1700106806.491786041, DW5185, 3.0, 1.5, 2.5
1700106806.588231314, DW5188, 1.5, 0.0, 2.5
1700106806.589968862, HO2165, 2.5, 0.0, 0.0
1700106806.590909664, FJ9876, 1.5, 3.0, 2.5
1700106806.591714879, DW5185, 3.0, 1.5, 2.5
1700106806.688298172, DW5188, 1.5, 0.0, 2.5
1700106806.690171296, HO2165, 2.5, 0.0, 0.0
1700106806.691176957, FJ9876, 1.5, 3.0, 2.5
1700106806.691995141, DW5185, 3.0, 1.5, 2.5
1700106806.787983885, DW5188, 1.5, 0.0, 2.5
1700106806.789505047, HO2165, 2.5, 0.0, 0.0
1700106806.790510113, FJ9876, 1.5, 3.0, 2.5
1700106806.791440052, DW5185, 3.0, 1.5, 2.5
1700106806.887882074, DW5188, 1.5, 0.0, 2.5
1700106806.889499937, HO2165, 2.5, 0.0, 0.0
1700106806.890395747, FJ9876, 1.5, 3.0, 2.5
1700106806.891175690, DW5185, 3.0, 1.5, 2.5
1700106806.988680108, DW5188, 1.5, 0.0, 2.5
1700106806.990722305, HO2165, 2.5, 0.0, 0.0
1700106806.991755303, FJ9876, 1.5, 3.0, 2.5
1700106806.992385768, DW5185, 3.0, 1.5, 2.5
1700106807.87775597, DW5188, 1.5, 0.0, 2.5
1700106807.89181124, HO2165, 2.5, 0.0, 0.0
1700106807.89966083, FJ9876, 1.5, 3.0, 2.5
1700106807.90637484, DW5185, 3.0, 1.5, 2.5
1700106807.188510945, DW5188, 1.5, 0.0, 2.5
1700106807.190185462, HO2165, 2.5, 0.0, 0.0
1700106807.191097063, FJ9876, 1.5, 3.0, 2.5
1700106807.191905050, DW5185, 3.0, 1.5, 2.5
1700106807.287729929, DW5188, 1.5, 0.0, 2.5
1700106807.289017794, HO2165, 2.5, 0.0, 0.0
1700106807.289755285, FJ9876, 1.5, 3.0, 2.5
1700106807.290433258, DW5185, 3.0, 1.5, 2.5
1700106807.388589371, DW5188, 1.5, 0.0, 2.5
1700106807.390608721, HO2165, 2.5, 0.0, 0.0
1700106807.391677910, FJ9876, 1.5, 3.0, 2.5
1700106807.392601475, DW5185, 3.0, 1.5, 2.5
1700106807.488727125, DW5188, 1.5, 0.0, 2.5
1700106807.490558864, HO2165, 2.5, 0.0, 0.0
1700106807.491522979, FJ9876, 1.5, 3.0, 2.5
1700106807.492423744, DW5185, 3.0, 1.5, 2.5
1700106807.588093548, DW5188, 1.5, 0.0, 2.5
1700106807.589549359, HO2165, 2.5, 0.0, 0.0
1700106807.590372069, FJ9876, 1.5, 3.0, 2.5
1700106807.591103294, DW5185, 3.0, 1.5, 2.5
1700106807.688222392, DW5188, 1.5, 0.0, 2.5
1700106807.689650189, HO2165, 2.5, 0.0, 0.0
1700106807.690454521, FJ9876, 1.5, 3.0, 2.5
1700106807.691179207, DW5185, 3.0, 1.5, 2.5
1700106807.788083840, DW5188, 1.5, 0.0, 2.5
1700106807.789394145, HO2165, 2.5, 0.0, 0.0
1700106807.790159661, FJ9876, 1.5, 3.0, 2.5
1700106807.790821611, DW5185, 3.0, 1.5, 2.5
1700106807.888395788, DW5188, 1.5, 0.0, 2.5
1700106807.889878519, HO2165, 2.5, 0.0, 0.0
1700106807.890749564, FJ9876, 1.5, 3.0, 2.5
1700106807.891531982, DW5185, 3.0, 1.5, 2.5
1700106807.988049271, DW5188, 1.5, 0.0, 2.5
1700106807.989489183, HO2165, 2.5, 0.0, 0.0
1700106807.990322203, FJ9876, 1.5, 3.0, 2.5
1700106807.991040117, DW5185, 3.0, 1.5, 2.5
1700106808.88025900, DW5188, 1.5, 0.0, 2.5
1700106808.89230715, HO2165, 2.5, 0.0, 0.0
1700106808.89955822, FJ9876, 1.5, 3.0, 2.5
1700106808.90600434, DW5185, 3.0, 1.5, 2.5
1700106808.188282859, DW5188, 1.5, 0.0, 2.5
1700106808.189850947, HO2165, 2.5, 0.0, 0.0
1700106808.190707974, FJ9876, 1.5, 3.0, 2.5
1700106808.191486680, DW5185, 3.0, 1.5, 2.5
1700106808.288598785, DW5188, 1.5, 0.0, 2.5
1700106808.290266889, HO2165, 2.5, 0.0, 0.0
1700106808.291177820, FJ9876, 1.5, 3.0, 2.5
1700106808.291971607, DW5185, 3.0, 1.5, 2.5